buy_date,buy_value,num_shares,position_type,cash_balance,borrowed_value,sell_date,sell_value,profit_loss,borrow_cost
2021-01-04 06:11:00,131.079,76.28987099382815,short,10016.402322263673,10000.0,2021-01-04 07:16:00,130.864,16.402322263673312,0.0
2021-01-04 07:16:00,130.864,76.5405483728426,long,10023.673674359094,,2021-01-04 07:37:00,130.959,7.271352095419959,
2021-01-04 07:37:00,130.959,76.5405483728426,short,10020.229349682317,10023.673674359094,2021-01-04 07:44:00,131.004,-3.4443246767769593,0.0
2021-01-04 07:44:00,131.004,76.48796486887666,long,10020.229349682317,,2021-01-04 08:00:00,131.004,0.0,
2021-01-04 08:00:00,131.004,76.48796486887666,short,10018.317150560593,10020.229349682317,2021-01-04 08:01:00,131.029,-1.9121991217223513,0.0
2021-01-04 08:01:00,131.029,76.45877745049259,long,10016.40568112433,,2021-01-04 08:14:00,131.004,-1.9114694362627493,
2021-01-04 08:14:00,131.004,76.45877745049259,short,10010.671272815542,10016.40568112433,2021-01-04 08:23:00,131.079,-5.7344083087882485,0.0
2021-01-04 08:23:00,131.079,76.37128199647191,long,10004.943426665805,,2021-01-04 08:33:00,131.004,-5.7278461497366955,
2021-01-04 08:33:00,131.004,76.37128199647191,short,9993.33499180234,10004.943426665805,2021-01-04 08:36:00,131.156,-11.608434863464893,0.0
2021-01-04 08:36:00,131.156,76.19426478241436,long,9991.20155238843,,2021-01-04 08:42:00,131.128,-2.1334394139091266,
2021-01-04 08:42:00,131.128,76.19426478241436,short,9985.486982529746,9991.20155238843,2021-01-04 08:45:00,131.203,-5.714569858682377,0.0
2021-01-04 08:45:00,131.203,76.10715442886021,long,9976.049695380569,,2021-01-04 08:58:00,131.079,-9.437287149178303,
2021-01-04 08:58:00,131.079,76.10715442886021,short,9981.757731962734,9976.049695380569,2021-01-04 09:15:00,131.004,5.708036582165814,0.0
2021-01-04 09:15:00,131.004,76.1942973646815,long,9886.895831743706,,2021-01-04 09:36:00,129.759,-94.86190021902881,
2021-01-04 09:36:00,129.759,76.1942973646815,short,9887.429191825258,9886.895831743706,2021-01-04 09:37:00,129.752,0.5333600815509861,0.0
2021-01-04 09:37:00,129.752,76.20251858796209,long,10188.505342766295,,2021-01-04 09:59:00,133.703,301.0761509410377,
2021-01-04 09:59:00,133.703,76.20251858796209,short,10176.389142310809,10188.505342766295,2021-01-04 10:01:00,133.862,-12.116200455485348,0.0
2021-01-04 10:01:00,133.862,76.02149334621333,long,10188.552581246202,,2021-01-04 10:03:00,134.022,12.163438935393874,
2021-01-04 10:03:00,134.022,76.02149334621333,short,10189.692903646393,10188.552581246202,2021-01-04 10:04:00,134.007,1.1403224001921628,0.0
2021-01-04 10:04:00,134.007,76.0385121944853,long,10202.0111426219,,2021-01-04 10:11:00,134.169,12.318238975507086,
2021-01-04 10:11:00,134.169,76.0385121944853,short,10176.234086987968,10202.0111426219,2021-01-04 10:13:00,134.508,-25.777055633930416,0.0
2021-01-04 10:13:00,134.508,75.6552330492459,long,10187.204095780107,,2021-01-04 10:14:00,134.653,10.970008792139279,
2021-01-04 10:14:00,134.653,75.6552330492459,short,10107.009548747907,10187.204095780107,2021-01-04 10:36:00,135.713,-80.19454703220082,0.0
